Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID (mapped data supplied by NCBI)	UniProt ID (mapped data supplied by UniProt)
NXT1P1	NTF2-like export factor 1 pseudogene 1			100652801	
NXT2	nuclear transport factor 2-like export factor 2		P15-2	55916	Q9NPJ8
NYAP1	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1	C7orf51, KIAA1486L	FLJ37538	222950	Q6ZVC0
NYAP2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2	KIAA1486		57624	Q9P242
NYNRIN	NYN domain and retroviral integrase containing	KIAA1305	FLJ11811, CGIN1	57523	Q9P2P1
NYS2	nystagmus 2, congenital autosomal dominant		NYSA	4933	
NYS3	nystagmus 3, congenital autosomal dominant		CN	4934	
NYS4	nystagmus 4, congenital autosomal dominant			317685	
NYX	nyctalopin	CSNB1, CSNB4	CLRP	60506	Q9GZU5
OA3	ocular albinism 3 (autosomal recessive)			4936	
OACYLP	O-acyltransferase like, pseudogene		ACYL3P	390858	
OAF	OAF homolog (Drosophila)		MGC52117	220323	Q86UD1
OAP	osteoarthrosis, precocious			4937	
OARD1	O-acyl-ADP-ribose deacylase 1	C6orf130	MGC19570, dJ34B21.3	221443	Q9Y530
OAS1	2'-5'-oligoadenylate synthetase 1, 40/46kDa	OIAS	OIASI, IFI-4	4938	P00973
OAS2	2'-5'-oligoadenylate synthetase 2, 69/71kDa			4939	P29728
OAS3	2'-5'-oligoadenylate synthetase 3, 100kDa			4940	Q9Y6K5
OASD	ocular albinism and sensorineural deafness			4941	
OASL	2'-5'-oligoadenylate synthetase-like		TRIP14, p59OASL	8638	Q15646
OAT	ornithine aminotransferase		HOGA	4942	P04181
OATP1	ornithine aminotransferase pseudogene 1	OATL3		4945	
OAZ1	ornithine decarboxylase antizyme 1	OAZ	AZI, MGC138338	4946	P54368
OAZ2	ornithine decarboxylase antizyme 2			4947	O95190
OAZ3	ornithine decarboxylase antizyme 3			51686	Q9UMX2
OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1		FLJ22559, bA541N10.2	79991	Q9H668
OBP2A	odorant binding protein 2A		hOBPIIa, OBP	29991	Q9NY56
OBP2B	odorant binding protein 2B		hOBPIIb	29989	Q9NPH6
OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF		KIAA1556, UNC89, KIAA1639, ARHGEF30	84033	Q5VST9
OBSL1	obscurin-like 1		KIAA0657	23363	O75147
OC90	otoconin 90	PLA2L		729330	Q02509
OCA2	oculocutaneous albinism II	D15S12, P, EYCL3, EYCL2	BEY2, EYCL, BEY, BEY1	4948	Q04671
OCD1	obsessive-compulsive disorder 1				
OCEL1	occludin/ELL domain containing 1		FLJ22709	79629	Q9H607
OCIAD1	OCIA domain containing 1		FLJ20455, TPA018, OCIA, Asrij	54940	Q9NX40
OCIAD1-AS1	OCIAD1 antisense RNA 1			100861517	
OCIAD2	OCIA domain containing 2		MGC45416	132299	Q56VL3
OCIAD2P1	OCIA domain containing 2 pseudogene 1			100287085	
OCLM	oculomedin			10896	Q9Y5M6
OCLN	occludin			100506658	Q16625
OCM	oncomodulin		OCM1	654231	P0CE72
OCM2	oncomodulin 2			4951	P0CE71
OCRL	oculocerebrorenal syndrome of Lowe		OCRL1	4952	Q01968
OCSTAMP	osteoclast stimulatory transmembrane protein	C20orf123	dJ257E24.3	128506	Q9BR26
ODAM	odontogenic, ameloblast asssociated		APin, FLJ20513	54959	A1E959
ODC1	ornithine decarboxylase 1		ODC	4953	P11926
ODCP	ornithine decarboxylase pseudogene	ODC2		4954	
ODF1	outer dense fiber of sperm tails 1		ODFPG, ODF27, RT7, HSPB10, CT133	4956	Q14990
ODF2	outer dense fiber of sperm tails 2		ODF84, CT134	4957	Q5BJF6
ODF2L	outer dense fiber of sperm tails 2-like		KIAA1229	57489	Q9ULJ1
ODF3	outer dense fiber of sperm tails 3		SHIPPO1, hSHIPPO, CT135	113746	Q96PU9
ODF3B	outer dense fiber of sperm tails 3B			440836	A8MYP8
ODF3L1	outer dense fiber of sperm tails 3-like 1		MGC48986	161753	Q8IXM7
ODF3L2	outer dense fiber of sperm tails 3-like 2	C19orf19	FLJ40059	284451	Q3SX64
ODF4	outer dense fiber of sperm tails 4		OPPO1, CT136	146852	Q2M2E3
OED	Oregon eye disease			4961	
OFC1	orofacial cleft 1	OFC		4963	
OFC2	orofacial cleft 2			4964	
OFC3	orofacial cleft 3			4965	
OFCC1	orofacial cleft 1 candidate 1		MRDS1	266553	Q8IZS5
OFD1	oral-facial-digital syndrome 1	CXorf5	71-7A, JBTS10	8481	O75665
OFD1P1Y	OFD1 pseudogene 1, Y-linked	OFDYP1, OFD1P1		378009	
OFD1P2Y	OFD1 pseudogene 2, Y-linked	OFDYP2, OFD1P2, OFD1PY2		378010	
OFD1P3Y	OFD1 pseudogene 3, Y-linked	OFDYP3, OFD1P3, OFD1PY3, OFD1P19Y, OFD1P19, OFD1PY19		386687	
OFD1P4Y	OFD1 pseudogene 4, Y-linked	OFDYP4, OFD1P4, OFD1PY4		386688	
OFD1P5Y	OFD1 pseudogene 5, Y-linked	OFDYP5, OFD1P5, OFD1PY5		386689	
OFD1P6Y	OFD1 pseudogene 6, Y-linked	OFD1P2, OFDYP6, OFD1P6, OFD1PY6		386690	
OFD1P7Y	OFD1 pseudogene 7, Y-linked	OFDYP7, OFD1P7, OFD1PY7		386691	
OFD1P8Y	OFD1 pseudogene 8, Y-linked	OFDYP8, OFD1P8, OFD1PY8		386692	
OFD1P9Y	OFD1 pseudogene 9, Y-linked	OFDYP9, OFD1P9, OFD1PY9		386693	
OFD1P10Y	OFD1 pseudogene 10, Y-linked	OFDYP10, OFD1P10, OFD1PY10		386694	
OFD1P11Y	OFD1 pseudogene 11, Y-linked	OFDYP11, OFD1P11, OFD1PY11		386695	
OFD1P12Y	OFD1 pseudogene 12, Y-linked	OFDYP12, OFD1P12, OFD1PY12		386696	
OFD1P13Y	OFD1 pseudogene 13, Y-linked	OFDYP13, OFD1P13, OFD1PY13		386697	
OFD1P14Y	OFD1 pseudogene 14, Y-linked	OFDYP14, OFD1P14, OFD1PY14		386698	
OFD1P15Y	OFD1 pseudogene 15, Y-linked	OFDYP15, OFD1P15, OFD1PY15		386699	
OFD1P16Y	OFD1 pseudogene 16, Y-linked	OFDYP16, OFD1P16, OFD1PY16		442485	
OFD1P17	OFD1 pseudogene 17	C5orf1, OFD1P1	71-7A3, 71-7A5	23738	
OFD1P18Y	OFD1 pseudogene 18, Y-linked	CYorf1, OFD1P18, OFD1PY18	71-7A2	10751	
OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)		E1k	4967	Q02218
OGDHL	oxoglutarate dehydrogenase-like		FLJ10851	55753	Q9ULD0
OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1		KIAA1612, FLJ10826, TPA1	55239	Q8N543
OGFOD1P1	2-oxoglutarate and iron-dependent oxygenase domain containing 1 pseudogene 1			387924	
OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2		FLJ13491, FLJ37501	79676	Q6N063
OGFOD3	2-oxoglutarate and iron-dependent oxygenase domain containing 3	C17orf101	FLJ22222	79701	Q6PK18
OGFR	opioid growth factor receptor		7-60	11054	Q9NZT2
OGFR-AS1	OGFR antisense RNA 1				
OGFRL1	opioid growth factor receptor-like 1		dJ331H24.1	79627	Q5TC84
OGG1	8-oxoguanine DNA glycosylase		HMMH, HOGG1, OGH1, MUTM	4968	O15527
OGN	osteoglycin		mimecan, OIF, SLRR3A	4969	P20774
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase		O-GLCNAC, HRNT1, MGC22921, FLJ23071	8473	O15294
OIP5	Opa interacting protein 5		MIS18B, hMIS18beta, CT86	11339	O43482
OIP5-AS1	OIP5 antisense RNA 1		cyrano	729082	
OIT3	oncoprotein induced transcript 3		LZP, FLJ39116	170392	Q8WWZ8
OLA1	Obg-like ATPase 1	GTPBP9	PTD004	29789	Q9NTK5
OLAH	oleoyl-ACP hydrolase	THEDC1	FLJ11106, SAST	55301	Q9NV23
OLFM1	olfactomedin 1		NOE1, OlfA, AMY, NOELIN	10439	Q99784
OLFM2	olfactomedin 2		OlfC, NOE2	93145	O95897
OLFM3	olfactomedin 3		NOE3	118427	Q96PB7
OLFM4	olfactomedin 4		OlfD, GW112, GC1	10562	Q6UX06
OLFML1	olfactomedin-like 1		UNQ564	283298	Q6UWY5
OLFML2A	olfactomedin-like 2A		FLJ00237	169611	Q68BL7
OLFML2B	olfactomedin-like 2B		DKFZP586L151	25903	Q68BL8
OLFML3	olfactomedin-like 3		HNOEL-iso, OLF44	56944	Q9NRN5
OLIG1	oligodendrocyte transcription factor 1		BHLHB6, bHLHe21	116448	Q8TAK6
OLIG2	oligodendrocyte lineage transcription factor 2	PRKCBP2, BHLHB1	RACK17, OLIGO2, bHLHe19	10215	Q13516
OLIG3	oligodendrocyte transcription factor 3		Bhlhb7, bHLHe20	167826	Q7RTU3
OLR1	oxidized low density lipoprotein (lectin-like) receptor 1		LOX-1, SCARE1, CLEC8A	4973	P78380
OMA1	OMA1 zinc metallopeptidase homolog (S. cerevisiae)		MPRP-1, YKR087C, ZMPOMA1, FLJ33782	115209	Q96E52
OMD	osteomodulin		osteoadherin, SLRR2C	4958	Q99983
OMG	oligodendrocyte myelin glycoprotein		OMGP	4974	P23515
OMP	olfactory marker protein			4975	P47874
ONECUT1	one cut homeobox 1	HNF6, HNF6A	HNF-6	3175	Q9UBC0
ONECUT2	one cut homeobox 2		OC-2	9480	O95948
ONECUT3	one cut homeobox 3			390874	O60422
OOEP	oocyte expressed protein	C6orf156	Em:AC019205.2, KHDC2	441161	A6NGQ2
OOEP-AS1	OOEP antisense RNA 1	OOEP-AS			
OPA1	optic atrophy 1 (autosomal dominant)		NTG, KIAA0567, FLJ12460, NPG, MGM1	4976	O60313
OPA1-AS1	OPA1 antisense RNA 1			100873941	
OPA2	optic atrophy 2 (obscure)			4977	
OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)		FLJ22187, MGA3	80207	Q9H6K4
OPA4	optic atrophy 4 (autosomal dominant)			58156	
OPA5	optic atrophy 5 (autosomal dominant)			692222	
OPA6	optic atrophy 6 (autosomal recessive)		ROA1	777778	
OPA8	optic atrophy 8 (autosomal dominant)				
OPALIN	oligodendrocytic myelin paranodal and inner loop protein	TMEM10	TMP10, HTMP10	93377	Q96PE5
OPCML	opioid binding protein/cell adhesion molecule-like		OPCM, OBCAM, IGLON1	4978	Q14982
OPCML-IT1	OPCML intronic transcript 1 (non-protein coding)			100874333	
OPCML-IT2	OPCML intronic transcript 2 (non-protein coding)			100874332	
OPEM	ophthalmoplegia, external, with myopia			4981	
OPHN1	oligophrenin 1	MRX60	OPN1, ARHGAP41	4983	O60890
OPLAH	5-oxoprolinase (ATP-hydrolysing)		OPLA, 5-Opase	26873	O14841
OPN1LW	opsin 1 (cone pigments), long-wave-sensitive	CBBM, RCP, CBP	COD5	5956	P04000
OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive	GCP, CBBM, CBD	OPN1MW1, COD5	2652	P04001
OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2			728458	P04001
OPN1SW	opsin 1 (cone pigments), short-wave-sensitive	BCP	BOP, CBT	611	P03999
OPN3	opsin 3	ECPN	ERO, NMO-1, encephalopsin	23596	Q9H1Y3
OPN4	opsin 4		MOP, melanopsin	94233	Q9UHM6
OPN5	opsin 5	TMEM13	neuropsin, dJ402H5.1	221391	Q6U736
OPRD1	opioid receptor, delta 1			4985	P41143
OPRK1	opioid receptor, kappa 1		KOR	4986	P41145
OPRL1	opiate receptor-like 1		NOCIR, ORL1, OOR, KOR-3	4987	P41146
OPRM1	opioid receptor, mu 1		MOR1	4988	P35372
OPTC	opticin			26254	Q9UBM4
OPTN	optineurin	GLC1E	FIP2, HYPL, TFIIIA-INTP, NRP, HIP7	10133	Q96CV9
OR1A1	olfactory receptor, family 1, subfamily A, member 1		OR17-7	8383	Q9P1Q5
OR1A2	olfactory receptor, family 1, subfamily A, member 2		OR17-6	26189	Q9Y585
OR1AA1P	olfactory receptor, family 1, subfamily AA, member 1 pseudogene			79312	
OR1AB1P	olfactory receptor, family 1, subfamily AB, member 1 pseudogene			81090	
OR1AC1P	olfactory receptor, family 1, subfamily AC, member 1 pseudogene			403231	
OR1B1	olfactory receptor, family 1, subfamily B, member 1		OR9-B	347169	Q8NGR6
OR1C1	olfactory receptor, family 1, subfamily C, member 1		TPCR27, HSTPCR27	26188	Q15619
OR1D2	olfactory receptor, family 1, subfamily D, member 2	OLFR1	OR17-4	4991	P34982
OR1D3P	olfactory receptor, family 1, subfamily D, member 3 pseudogene	OR1D6P, OR1D7P	OR17-23, OR11-13, OR11-22	8384	
OR1D4	olfactory receptor, family 1, subfamily D, member 4 (gene/pseudogene)		OR17-30	653166	P47884
OR1D5	olfactory receptor, family 1, subfamily D, member 5		OR17-31	8386	P58170
OR1E1	olfactory receptor, family 1, subfamily E, member 1	OR1E9P, OR1E5, OR1E6	OR17-2, HGM071, OR17-32, OR13-66	8387	P30953
OR1E2	olfactory receptor, family 1, subfamily E, member 2	OR1E4	OR17-93, OR17-135	8388	P47887
OR1E3	olfactory receptor, family 1, subfamily E, member 3 (gene/pseudogene)	OR1E3P	OR17-210	8389	Q8WZA6
OR1F1	olfactory receptor, family 1, subfamily F, member 1	OR1F4, OR1F6, OR1F7, OR1F8, OR1F9, OR1F5, OR1F10, OR1F13P	Olfmf, OR16-36, OR16-37, OR16-88, OR16-89, OR16-90, OLFMF, OR3-145	4992	O43749
OR1F2P	olfactory receptor, family 1, subfamily F, member 2	OR1F3P, OR1F2	OLFMF2	26184	Q96R84
OR1F12	olfactory receptor, family 1, subfamily F, member 12	OR1F12P	hs6M1-35P, OR1F12Q	442179	Q8NHA8
OR1G1	olfactory receptor, family 1, subfamily G, member 1	OR1G2	OR17-209	8390	P47890
OR1H1P	olfactory receptor, family 1, subfamily H, member 1 pseudogene	OR1H1	OST26	26742	
OR1I1	olfactory receptor, family 1, subfamily I, member 1		OR1I1P, OR19-20, OR1I1Q	126370	O60431
OR1J1	olfactory receptor, family 1, subfamily J, member 1		hg32	347168	Q8NGS3
OR1J2	olfactory receptor, family 1, subfamily J, member 2	OR1J3, OR1J5	OST044	26740	Q8NGS2
OR1J4	olfactory receptor, family 1, subfamily J, member 4		HTPCRX01, HSHTPCRX01	26219	Q8NGS1
OR1K1	olfactory receptor, family 1, subfamily K, member 1		hg99, MNAB	392392	Q8NGR3
OR1L1	olfactory receptor, family 1, subfamily L, member 1	OR1L2	OR9-C	26737	Q8NH94
OR1L3	olfactory receptor, family 1, subfamily L, member 3		OR9-D	26735	Q8NH93
OR1L4	olfactory receptor, family 1, subfamily L, member 4	OR1L5	OR9-E	254973	Q8NGR5
OR1L6	olfactory receptor, family 1, subfamily L, member 6	OR1L7		392390	Q8NGR2
OR1L8	olfactory receptor, family 1, subfamily L, member 8			138881	Q8NGR8
OR1M1	olfactory receptor, family 1, subfamily M, member 1		OR19-6	125963	Q8NGA1
OR1M4P	olfactory receptor, family 1, subfamily M, member 4 pseudogene			403232	
OR1N1	olfactory receptor, family 1, subfamily N, member 1	OR1N3	OR1-26	138883	Q8NGS0
OR1N2	olfactory receptor, family 1, subfamily N, member 2			138882	Q8NGR9
OR1P1	olfactory receptor, family 1, subfamily P, member 1 (gene/pseudogene)	OR1P1P	OR17-208	8391	Q8NH06
OR1Q1	olfactory receptor, family 1, subfamily Q, member 1	OR1Q2, OR1Q3	OST226, OR9-A, HSTPCR106, OST226OR9-A, TPCR106	158131	Q15612
OR1R1P	olfactory receptor, family 1, subfamily R, member 1 pseudogene	OR20A1P, OR1R2P, OR1R3P	OR17-1	9596	
OR1S1	olfactory receptor, family 1, subfamily S, member 1		OST034	219959	Q8NH92
OR1S2	olfactory receptor, family 1, subfamily S, member 2			219958	Q8NGQ3
OR1X1P	olfactory receptor, family 1, subfamily X, member 1 pseudogene			402236	
OR1X5P	olfactory receptor, family 1, subfamily X, member 5 pseudogene			402240	
OR2A1	olfactory receptor, family 2, subfamily A, member 1			346528	Q8NGT9
OR2A2	olfactory receptor, family 2, subfamily A, member 2	OR2A2P, OR2A17P	OST008	442361	Q6IF42
OR2A3P	olfactory receptor, family 2, subfamily A, member 3 pseudogene			202861	
OR2A4	olfactory receptor, family 2, subfamily A, member 4	OR2A10		79541	O95047
OR2A5	olfactory receptor, family 2, subfamily A, member 5	OR2A8, OR2A26	OR7-138, OR7-141	393046	Q96R48
OR2A7	olfactory receptor, family 2, subfamily A, member 7		HSDJ0798C17	401427	Q96R45
OR2A9P	olfactory receptor, family 2, subfamily A, member 9 pseudogene	OR2A9	HSDJ0798C17	441295	
OR2A12	olfactory receptor, family 2, subfamily A, member 12	OR2A12P		346525	Q8NGT7
OR2A13P	olfactory receptor, family 2, subfamily A, member 13 pseudogene			392140	
OR2A14	olfactory receptor, family 2, subfamily A, member 14	OR2A14P, OR2A6	OST182	135941	Q96R47
OR2A15P	olfactory receptor, family 2, subfamily A, member 15 pseudogene	OR2A28P		135942	
OR2A20P	olfactory receptor, family 2, subfamily A, member 20 pseudogene	OR2A20		401428	
OR2A25	olfactory receptor, family 2, subfamily A, member 25	OR2A25P, OR2A27		392138	A4D2G3
OR2A41P	olfactory receptor, family 2, subfamily A, member 41 pseudogene			403234	
OR2A42	olfactory receptor, family 2, subfamily A, member 42			402317	Q8NGT9
OR2AD1P	olfactory receptor, family 2, subfamily AD, member 1 pseudogene		OR2AD1, hs6M1-8P	79313	
OR2AE1	olfactory receptor, family 2, subfamily AE, member 1	OR2AE2		81392	Q8NHA4
OR2AF1P	olfactory receptor, family 2, subfamily AF, member 1 pseudogene	OR2AF2P		79331	
OR2AG1	olfactory receptor, family 2, subfamily AG, member 1	OR2AG3		144125	Q9H205
OR2AG2	olfactory receptor, family 2, subfamily AG, member 2	OR2AG2P		338755	A6NM03
OR2AH1P	olfactory receptor, family 2, subfamily AH, member 1 pseudogene			81336	
OR2AI1P	olfactory receptor, family 2, subfamily AI, member 1 pseudogene			134082	
OR2AJ1	olfactory receptor, family 2, subfamily AJ, member 1	OR2AJ1P	OR2AJ1Q	127608	Q8NGZ0
OR2AK2	olfactory receptor, family 2, subfamily AK, member 2	OR2AK1P		391191	Q8NG84
OR2AL1P	olfactory receptor, family 2, subfamily AL, member 1 pseudogene			79547	
OR2AM1P	olfactory receptor, family 2, subfamily AM, member 1 pseudogene			81366	
OR2AO1P	olfactory receptor, family 2, subfamily AO, member 1 pseudogene			403235	
OR2AP1	olfactory receptor, family 2, subfamily AP, member 1	OR2AP1P		121129	Q8NGE2
OR2AQ1P	olfactory receptor, family 2, subfamily AQ, member 1 pseudogene			81474	
OR2AS1P	olfactory receptor, family 2, subfamily AS, member 1 pseudogene			81473	
OR2AS2P	olfactory receptor, family 2, subfamily AS, member 2 pseudogene			403236	
OR2AT1P	olfactory receptor, family 2, subfamily AT, member 1 pseudogene			390225	
OR2AT2P	olfactory receptor, family 2, subfamily AT, member 2 pseudogene			390224	
OR2AT4	olfactory receptor, family 2, subfamily AT, member 4			341152	A6NND4
OR2B2	olfactory receptor, family 2, subfamily B, member 2	OR2B9	hs6M1-10, OR6-1, OR2B2Q	81697	Q9GZK3
OR2B3	olfactory receptor, family 2, subfamily B, member 3	OR2B3P	OR6-4	442184	O76000
OR2B4P	olfactory receptor, family 2, subfamily B, member 4 pseudogene		hs6M1-22	442190	
OR2B6	olfactory receptor, family 2, subfamily B, member 6	OR2B6P, OR2B1, OR2B1P, OR2B5	OR6-31, dJ408B20.2, OR5-40, OR5-41	26212	P58173
OR2B7P	olfactory receptor, family 2, subfamily B, member 7 pseudogene		hs6M1-31P	81695	
OR2B8P	olfactory receptor, family 2, subfamily B, member 8 pseudogene	OR2B8	hs6M1-29P	65944	P59922
OR2B11	olfactory receptor, family 2, subfamily B, member 11			127623	Q5JQS5
OR2BH1P	olfactory receptor, family 2, subfamily BH, member 1 pseudogene			403238	
OR2C1	olfactory receptor, family 2, subfamily C, member 1	OR2C2P	OLFmf3	4993	O95371
OR2C3	olfactory receptor, family 2, subfamily C, member 3	OR2C4, OR2C5P	OST742	81472	Q8N628
OR2D2	olfactory receptor, family 2, subfamily D, member 2	OR2D1	OR11-610, hg27	120776	Q9H210
OR2D3	olfactory receptor, family 2, subfamily D, member 3			120775	Q8NGH3
OR2E1P	olfactory receptor, family 2, subfamily E, member 1 pseudogene	OR2E1, OR2E2	hs6M1-9, hs6M1-9p, HS29K1, HSNH0569I24	26719	
OR2F1	olfactory receptor, family 2, subfamily F, member 1	OR2F4, OR2F5, OR2F3, OR2F3P	OLF3, OR7-140, OR7-139, OR14-60	26211	Q13607
OR2F2	olfactory receptor, family 2, subfamily F, member 2		OR7-1	135948	O95006
OR2G1P	olfactory receptor, family 2, subfamily G, member 1 pseudogene		OST619, hs6M1-25	26717	
OR2G2	olfactory receptor, family 2, subfamily G, member 2			81470	Q8NGZ5
OR2G3	olfactory receptor, family 2, subfamily G, member 3			81469	Q8NGZ4
OR2G6	olfactory receptor, family 2, subfamily G, member 6			391211	Q5TZ20
OR2H1	olfactory receptor, family 2, subfamily H, member 1	OR2H6, OR2H8	OR6-2	26716	Q9GZK4
OR2H2	olfactory receptor, family 2, subfamily H, member 2		hs6M1-12	7932	O95918
OR2H4P	olfactory receptor, family 2, subfamily H, member 4 pseudogene		OR6-3, OR2H4, hs6M1-7, dJ80I19.6	442189	
OR2H5P	olfactory receptor, family 2, subfamily H, member 5 pseudogene		OR2H5, hs6M1-13, HS271M21	26713	
OR2I1P	olfactory receptor, family 2, subfamily I, member 1 pseudogene	OR2I1, OR2I3P, OR2I4P, OR2I2	HS6M1-14	442197	Q8NGU4
OR2J1	olfactory receptor, family 2, subfamily J, member 1 (gene/pseudogene)	OR2J1P	OR6-5, hs6M1-4, dJ80I19.2	442185	Q9GZK6
OR2J2	olfactory receptor, family 2, subfamily J, member 2		OR6-8, hs6M1-6, dJ80I19.4	26707	O76002
OR2J3	olfactory receptor, family 2, subfamily J, member 3		OR6-6	442186	O76001
OR2J4P	olfactory receptor, family 2, subfamily J, member 4 pseudogene		OR6-9, hs6M1-5, dJ80I19.5	442188	
OR2K2	olfactory receptor, family 2, subfamily K, member 2	OR2AR1P	HTPCRH06, HSHTPCRH06	26248	Q8NGT1
OR2L1P	olfactory receptor, family 2, subfamily L, member 1 pseudogene	OR2L1, OR2L7P	HTPCRX02, HSHTPCRX02	26247	
OR2L2	olfactory receptor, family 2, subfamily L, member 2	OR2L4P, OR2L12	HTPCRH07, HSHTPCRH07	26246	Q8NH16
OR2L3	olfactory receptor, family 2, subfamily L, member 3			391192	Q8NG85
OR2L5	olfactory receptor, family 2, subfamily L, member 5	OR2L11, OR2L5P		81466	Q8NG80
OR2L6P	olfactory receptor, family 2, subfamily L, member 6 pseudogene			81465	
OR2L8	olfactory receptor, family 2, subfamily L, member 8			391190	Q8NGY9
OR2L9P	olfactory receptor, family 2, subfamily L, member 9 pseudogene			81462	
OR2L13	olfactory receptor, family 2, subfamily L, member 13	OR2L14		284521	Q8N349
OR2M1P	olfactory receptor, family 2, subfamily M, member 1 pseudogene	OR2M1	OST037	388762	
OR2M2	olfactory receptor, family 2, subfamily M, member 2		OST423, OR2M2Q	391194	Q96R28
OR2M3	olfactory receptor, family 2, subfamily M, member 3	OR2M6, OR2M3P	OST003	127062	Q8NG83
OR2M4	olfactory receptor, family 2, subfamily M, member 4		HTPCRX18, TPCR100, HSHTPCRX18, OST710	26245	Q96R27
OR2M5	olfactory receptor, family 2, subfamily M, member 5	OR2M5P		127059	A3KFT3
OR2M7	olfactory receptor, family 2, subfamily M, member 7			391196	Q8NG81
OR2N1P	olfactory receptor, family 2, subfamily N, member 1 pseudogene		OR6-7	26701	
OR2P1P	olfactory receptor, family 2, subfamily P, member 1 pseudogene		hs6M1-26	442183	
OR2Q1P	olfactory receptor, family 2, subfamily Q, member 1 pseudogene		OR7-2	346524	
OR2R1P	olfactory receptor, family 2, subfamily R, member 1, pseudogene	OR2R1	OST058	392132	
OR2S1P	olfactory receptor, family 2, subfamily S, member 1 pseudogene		OST611	392313	
OR2S2	olfactory receptor, family 2, subfamily S, member 2			56656	Q9NQN1
OR2T1	olfactory receptor, family 2, subfamily T, member 1		OR1-25	26696	O43869
OR2T2	olfactory receptor, family 2, subfamily T, member 2	OR2T2P		401992	Q6IF00
OR2T3	olfactory receptor, family 2, subfamily T, member 3			343173	Q8NH03
OR2T4	olfactory receptor, family 2, subfamily T, member 4		OR2T4Q	127074	Q8NH00
OR2T5	olfactory receptor, family 2, subfamily T, member 5			401993	Q6IEZ7
OR2T6	olfactory receptor, family 2, subfamily T, member 6	OR2T6P, OR2T9	OST703	254879	Q8NHC8
OR2T7	olfactory receptor, family 2, subfamily T, member 7	OR2T7P	OST723	81458	P0C7T2
OR2T8	olfactory receptor, family 2, subfamily T, member 8	OR2T8P		343172	A6NH00
OR2T10	olfactory receptor, family 2, subfamily T, member 10			127069	Q8NGZ9
OR2T11	olfactory receptor, family 2, subfamily T, member 11		OR2T11Q	127077	Q8NH01
OR2T12	olfactory receptor, family 2, subfamily T, member 12			127064	Q8NG77
OR2T27	olfactory receptor, family 2, subfamily T, member 27			403239	Q8NH04
OR2T29	olfactory receptor, family 2, subfamily T, member 29			343563	Q8NH02
OR2T32P	olfactory receptor, family 2, subfamily T, member 32 pseudogene			403241	
OR2T33	olfactory receptor, family 2, subfamily T, member 33			391195	Q8NG76
OR2T34	olfactory receptor, family 2, subfamily T, member 34			127068	Q8NGX1
OR2T35	olfactory receptor, family 2, subfamily T, member 35			403244	Q8NGX2
OR2U1P	olfactory receptor, family 2, subfamily U, member 1 pseudogene	OR2AU1P	hs6M1-24	26695	
OR2U2P	olfactory receptor, family 2, subfamily U, member 2 pseudogene		hs6M1-23	26694	
OR2V1	olfactory receptor, family 2, subfamily V, member 1	OR2V1P	OST265	26693	Q8NHB1
OR2V2	olfactory receptor, family 2, subfamily V, member 2	OR2V3	OST713	285659	Q96R30
OR2W1	olfactory receptor, family 2, subfamily W, member 1		hs6M1-15	26692	Q9Y3N9
OR2W2P	olfactory receptor, family 2, subfamily W, member 2 pseudogene		hs6M1-30P	81694	
